desc,play_type,game_half,drive,qtr,down,rushing_yards,first_down_pass,first_down_penalty,receiving_yards,third_down_failed,fourth_down_converted,penalty,fumbled_1_player_name,fumbled_2_player_name,td_player_name
"(4:10) 0-J.Gibbs right tackle to CLE 27 for 8 yards (9-G.Delpit). PENALTY on CLE-9-G.Delpit, Tripping, 14 yards, enforced at CLE 27.",run,Half1,3,1,1.0,8.0,0.0,1.0,,0.0,0.0,1,,,
"(3:26) 0-J.Gibbs right end for 8 yards, TOUCHDOWN.",run,Half1,3,1,1.0,8.0,0.0,0.0,,0.0,0.0,0,,,J.Gibbs
(1:13) 5-D.Montgomery right tackle to CLE 32 for 1 yard (30-D.Bush).,run,Half1,5,1,1.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(:35) 5-D.Montgomery up the middle to CLE 32 for no gain (96-M.Collins; 33-R.Hickman).,run,Half1,5,1,2.0,0.0,0.0,0.0,,0.0,0.0,0,,,
(12:07) (Shotgun) 0-J.Gibbs up the middle to DET 39 for 24 yards (43-M.Diabate).,run,Half1,7,2,1.0,24.0,0.0,0.0,,0.0,0.0,0,,,
"(7:36) 0-J.Gibbs left tackle to DET 37 for -2 yards (0-G.Newsome, 96-M.Collins).",run,Half1,9,2,1.0,-2.0,0.0,0.0,,0.0,0.0,0,,,
(6:53) 5-D.Montgomery right tackle to DET 38 for 1 yard (96-M.Collins; 99-C.Thomas).,run,Half1,9,2,2.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(4:26) (Shotgun) 5-D.Montgomery left tackle to CLE 2 for 3 yards (93-S.Harris; 33-R.Hickman).,run,Half1,11,2,1.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(3:46) 5-D.Montgomery up the middle to CLE 2 for no gain (96-M.Collins).,run,Half1,11,2,2.0,0.0,0.0,0.0,,0.0,0.0,0,,,
(12:30) 0-J.Gibbs right end to DET 10 for no gain (49-C.Schwesinger; 17-J.Baker).,run,Half2,16,3,1.0,0.0,0.0,0.0,,0.0,0.0,0,,,
(12:03) (No Huddle) 0-J.Gibbs up the middle pushed ob at DET 19 for 9 yards (9-G.Delpit).,run,Half2,16,3,2.0,9.0,0.0,0.0,,0.0,0.0,0,,,
(11:31) (Shotgun) 0-J.Gibbs left tackle to DET 22 for 3 yards (30-D.Bush; 57-I.McGuire).,run,Half2,16,3,3.0,3.0,0.0,0.0,,0.0,0.0,0,,,
(6:39) 0-J.Gibbs right tackle to DET 39 for 2 yards (49-C.Schwesinger).,run,Half2,18,3,1.0,2.0,0.0,0.0,,0.0,0.0,0,,,
(6:05) 0-J.Gibbs right tackle to DET 43 for 4 yards (49-C.Schwesinger).,run,Half2,18,3,2.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(1:25) (Shotgun) 0-J.Gibbs right end pushed ob at CLE 32 for 22 yards (49-C.Schwesinger).,run,Half2,20,3,1.0,22.0,0.0,0.0,,0.0,0.0,0,,,
(:59) (No Huddle) 5-D.Montgomery right tackle to CLE 31 for 1 yard (95-M.Garrett).,run,Half2,20,3,1.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(14:55) 0-J.Gibbs right end pushed ob at CLE 23 for 1 yard (30-D.Bush).,run,Half2,20,4,4.0,1.0,0.0,0.0,,0.0,0.0,0,,,
(12:48) 5-D.Montgomery up the middle to DET 21 for 4 yards (9-G.Delpit).,run,Half2,23,4,1.0,4.0,0.0,0.0,,0.0,0.0,0,,,
(12:07) 1-J.Williams right tackle to DET 18 for -3 yards (95-M.Garrett).,run,Half2,23,4,2.0,-3.0,0.0,0.0,,0.0,0.0,0,,,
