pass_length,pass_location,air_yards,play_type,desc,side_of_field,yardline_100,posteam,interception,pass_touchdown,qtr,receiver_player_name,complete_pass,week
deep,left,29.0,pass,(:41) 10-B.Nix pass deep left to 13-P.Bryant to KC 32 for 48 yards (6-B.Cook). DEN-13-P.Bryant was injured during the play.,DEN,80.0,DEN,0.0,0.0,3.0,P.Bryant,1.0,11
short,left,-3.0,pass,(:13) (Shotgun) 10-B.Nix pass short left to 1-E.Engram to KC 23 for 9 yards (97-A.Gillotte).,KC,32.0,DEN,0.0,0.0,3.0,E.Engram,1.0,11
short,right,5.0,pass,(15:00) (Shotgun) 10-B.Nix pass incomplete short right to 46-A.Prentice.,KC,23.0,DEN,0.0,0.0,4.0,A.Prentice,0.0,11
short,left,-5.0,pass,(13:39) (Shotgun) 10-B.Nix pass short left to 28-T.Badie to KC 20 for no gain (56-G.Karlaftis; 32-N.Bolton).,KC,20.0,DEN,0.0,0.0,4.0,T.Badie,1.0,11
short,left,10.0,pass,(12:58) (Shotgun) 10-B.Nix pass incomplete short left to 14-C.Sutton. ** Injury Update: DEN-13-P.Bryant has returned to the game.,KC,20.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,11
short,middle,-4.0,pass,"(9:12) (Shotgun) 10-B.Nix pass incomplete short middle [95-C.Jones]. PENALTY on DEN-10-B.Nix, Intentional Grounding, 10 yards, enforced at DEN 32.",DEN,68.0,DEN,0.0,0.0,4.0,,0.0,11
short,left,5.0,pass,(9:05) (Shotgun) 10-B.Nix pass short left to 46-A.Prentice to DEN 36 for 14 yards (32-N.Bolton).,DEN,78.0,DEN,0.0,0.0,4.0,A.Prentice,1.0,11
short,right,2.0,pass,(6:30) (Shotgun) 10-B.Nix pass short right to 82-A.Trautman pushed ob at KC 47 for 8 yards (32-N.Bolton).,DEN,55.0,DEN,0.0,0.0,4.0,A.Trautman,1.0,11
deep,left,36.0,pass,(4:28) (Shotgun) 10-B.Nix pass incomplete deep left to 11-T.Franklin.,KC,36.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,11
short,right,3.0,pass,"(4:23) (No Huddle, Shotgun) 10-B.Nix pass incomplete short right to 14-C.Sutton.",KC,36.0,DEN,0.0,0.0,4.0,C.Sutton,0.0,11
short,left,-2.0,pass,(2:59) (Shotgun) 10-B.Nix pass short left to 13-P.Bryant to DEN 31 for 5 yards (30-C.Roland-Wallace; 27-C.Conner).,DEN,74.0,DEN,0.0,0.0,4.0,P.Bryant,1.0,11
deep,right,46.0,pass,(2:12) (Shotgun) 10-B.Nix pass incomplete deep right to 11-T.Franklin.,DEN,79.0,DEN,0.0,0.0,4.0,T.Franklin,0.0,11
deep,right,20.0,pass,"(2:05) (No Huddle, Shotgun) 10-B.Nix pass deep right to 14-C.Sutton to DEN 41 for 20 yards (6-B.Cook).",DEN,79.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,11
short,left,5.0,pass,(1:18) (Shotgun) 10-B.Nix pass incomplete short left to 1-E.Engram (32-N.Bolton).,DEN,54.0,DEN,0.0,0.0,4.0,E.Engram,0.0,11
short,right,4.0,pass,(1:15) (Shotgun) 10-B.Nix pass short right to 14-C.Sutton to KC 49 for 5 yards (32-N.Bolton). (Virtual Measurement).,DEN,54.0,DEN,0.0,0.0,4.0,C.Sutton,1.0,11
deep,left,24.0,pass,(:54) (Shotgun) 10-B.Nix pass deep left to 11-T.Franklin to KC 15 for 32 yards (35-J.Watson).,KC,47.0,DEN,0.0,0.0,4.0,T.Franklin,1.0,11
